id,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
9119,no,0,no,no,unknown,5,jun,251,1,-1,0,unknown,no
9120,no,6397,yes,no,unknown,5,jun,117,2,-1,0,unknown,no
9121,no,2758,yes,no,unknown,5,jun,237,3,-1,0,unknown,no
9122,no,3304,no,no,unknown,5,jun,1009,2,-1,0,unknown,no
9123,yes,0,no,no,unknown,5,jun,148,2,-1,0,unknown,no
9124,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown,yes
9125,no,865,no,yes,unknown,5,jun,81,1,-1,0,unknown,no
9126,no,0,yes,no,unknown,5,jun,83,2,-1,0,unknown,no
9127,no,3231,yes,yes,unknown,5,jun,164,2,-1,0,unknown,no
9128,no,7747,no,no,unknown,5,jun,103,2,-1,0,unknown,no
9129,no,787,yes,no,unknown,5,jun,280,1,-1,0,unknown,no
9130,no,0,yes,no,unknown,5,jun,22,1,-1,0,unknown,no
9131,no,0,no,no,unknown,5,jun,118,1,-1,0,unknown,no
9132,no,1227,no,no,unknown,5,jun,127,3,-1,0,unknown,no
9133,no,226,yes,no,unknown,5,jun,426,5,-1,0,unknown,no
9134,no,3107,no,no,unknown,5,jun,152,1,-1,0,unknown,no
9135,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes
9136,no,1201,yes,no,unknown,5,jun,57,1,-1,0,unknown,no
9137,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no
9138,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown,no
9139,no,4318,no,no,unknown,5,jun,307,2,-1,0,unknown,no
9140,no,5164,yes,no,unknown,5,jun,267,11,-1,0,unknown,no
9141,no,414,yes,no,unknown,5,jun,155,3,-1,0,unknown,no
9142,no,4320,yes,no,unknown,5,jun,245,2,-1,0,unknown,no
9143,no,476,no,no,unknown,5,jun,489,3,-1,0,unknown,no
9144,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes
9145,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
9146,no,879,no,no,unknown,5,jun,1053,2,-1,0,unknown,yes
9147,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
9148,no,185,yes,yes,unknown,5,jun,471,3,-1,0,unknown,no
9149,no,425,yes,no,unknown,5,jun,562,15,-1,0,unknown,yes
9150,no,0,yes,no,unknown,5,jun,107,1,-1,0,unknown,no
9151,no,734,yes,no,unknown,5,jun,113,3,-1,0,unknown,no
9152,no,255,no,no,unknown,5,jun,447,2,-1,0,unknown,no
9153,no,4458,yes,no,unknown,5,jun,215,1,-1,0,unknown,no
9154,no,71,no,no,unknown,5,jun,185,1,-1,0,unknown,no
9155,no,351,yes,no,unknown,5,jun,169,3,-1,0,unknown,no
9156,no,0,yes,no,unknown,5,jun,620,2,-1,0,unknown,no
9157,no,7025,no,no,unknown,5,jun,139,3,-1,0,unknown,no
9158,no,743,no,no,unknown,5,jun,18,2,-1,0,unknown,no
9159,no,0,no,no,unknown,5,jun,23,2,-1,0,unknown,no
9160,no,-18,yes,no,unknown,5,jun,27,8,-1,0,unknown,no
9161,no,660,no,no,unknown,5,jun,348,1,-1,0,unknown,no
9162,no,-293,yes,yes,unknown,5,jun,64,2,-1,0,unknown,no
9163,no,10855,no,no,unknown,5,jun,57,2,-1,0,unknown,no
9164,no,0,no,no,unknown,5,jun,71,1,-1,0,unknown,no
9165,no,130,yes,no,unknown,5,jun,96,2,-1,0,unknown,no
9166,no,848,no,no,unknown,5,jun,168,2,-1,0,unknown,no
9167,no,1070,no,no,unknown,5,jun,346,3,-1,0,unknown,no
9168,no,460,no,no,unknown,5,jun,99,3,-1,0,unknown,no
9169,no,1222,yes,no,unknown,5,jun,237,2,-1,0,unknown,no
9170,no,-389,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
9171,no,0,yes,no,unknown,5,jun,309,2,-1,0,unknown,no
9172,no,0,no,no,unknown,5,jun,267,2,-1,0,unknown,no
9173,no,2600,no,no,unknown,5,jun,27,2,-1,0,unknown,no
9174,no,1795,yes,no,unknown,5,jun,511,1,-1,0,unknown,no
9175,no,143,no,no,unknown,5,jun,201,1,-1,0,unknown,no
9176,no,792,no,no,unknown,5,jun,170,2,-1,0,unknown,no
9177,no,549,yes,no,unknown,5,jun,61,2,-1,0,unknown,no
9178,no,15,no,no,unknown,5,jun,256,2,-1,0,unknown,no
9179,no,21515,yes,no,unknown,5,jun,87,1,-1,0,unknown,no
9180,no,588,yes,no,unknown,5,jun,245,2,-1,0,unknown,no
9181,no,220,no,no,unknown,5,jun,1005,2,-1,0,unknown,no
9182,no,914,no,no,unknown,5,jun,20,1,-1,0,unknown,no
9183,no,1099,no,yes,unknown,5,jun,340,1,-1,0,unknown,no
9184,no,1815,no,no,unknown,5,jun,387,1,-1,0,unknown,no
9185,no,1210,no,no,unknown,5,jun,690,2,-1,0,unknown,no
9186,no,637,no,no,unknown,5,jun,1084,1,-1,0,unknown,no
9187,no,855,no,no,unknown,5,jun,140,2,-1,0,unknown,no
9188,no,117,yes,no,unknown,5,jun,190,2,-1,0,unknown,no
9189,no,1044,no,no,unknown,5,jun,400,2,-1,0,unknown,no
9190,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,no
9191,no,275,no,yes,unknown,5,jun,34,1,-1,0,unknown,no
9192,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no
9193,no,1659,no,no,unknown,5,jun,221,2,-1,0,unknown,no
9194,no,4579,yes,no,unknown,5,jun,563,1,-1,0,unknown,no
9195,no,1038,no,no,unknown,5,jun,741,1,-1,0,unknown,no
9196,no,533,no,no,unknown,5,jun,40,2,-1,0,unknown,no
9197,no,0,no,no,unknown,5,jun,85,3,-1,0,unknown,no
9198,no,269,no,no,unknown,5,jun,128,1,-1,0,unknown,no
9199,no,34,yes,no,unknown,5,jun,163,1,-1,0,unknown,no
9200,no,3694,yes,no,unknown,5,jun,21,10,-1,0,unknown,no
9201,no,1111,no,no,unknown,5,jun,17,1,-1,0,unknown,no
9202,no,1779,yes,no,unknown,5,jun,59,7,-1,0,unknown,no
9203,no,2996,no,no,unknown,5,jun,49,1,-1,0,unknown,no
9204,no,1554,no,no,unknown,5,jun,138,1,-1,0,unknown,no
9205,no,1750,no,no,unknown,5,jun,197,1,-1,0,unknown,no
9206,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown,yes
9207,no,541,yes,no,unknown,5,jun,622,4,-1,0,unknown,no
9208,no,652,no,no,unknown,5,jun,91,1,-1,0,unknown,no
9209,no,91,yes,no,unknown,5,jun,175,4,-1,0,unknown,no
9210,no,3239,no,no,unknown,5,jun,817,2,-1,0,unknown,yes
9211,no,358,no,no,unknown,5,jun,179,1,-1,0,unknown,no
9212,yes,-294,yes,no,unknown,5,jun,181,2,-1,0,unknown,no
9213,no,229,no,no,unknown,5,jun,181,2,-1,0,unknown,no
9214,no,95,yes,no,unknown,5,jun,77,2,-1,0,unknown,no
9215,no,1733,no,no,unknown,5,jun,318,3,-1,0,unknown,no
9216,no,808,no,no,unknown,5,jun,228,2,-1,0,unknown,no
9217,no,2269,no,yes,unknown,5,jun,158,1,-1,0,unknown,no
9218,no,214,yes,yes,unknown,5,jun,247,1,-1,0,unknown,no
9219,no,0,no,yes,unknown,5,jun,1302,13,-1,0,unknown,no
9220,no,13,no,no,unknown,5,jun,189,2,-1,0,unknown,no
9221,no,1550,yes,no,unknown,5,jun,127,6,-1,0,unknown,no
9222,no,130,yes,no,unknown,5,jun,63,3,-1,0,unknown,no
9223,no,477,yes,no,unknown,5,jun,517,3,-1,0,unknown,no
9224,no,8562,no,no,unknown,5,jun,86,2,-1,0,unknown,no
9225,no,150,yes,no,unknown,5,jun,420,4,-1,0,unknown,no
9226,no,20,no,no,unknown,5,jun,333,1,-1,0,unknown,no
9227,no,-572,yes,yes,unknown,5,jun,26,24,-1,0,unknown,no
9228,no,884,yes,no,unknown,5,jun,57,2,-1,0,unknown,no
9229,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown,no
9230,no,429,no,no,unknown,5,jun,272,2,-1,0,unknown,no
9231,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,no
9232,no,113,yes,no,unknown,5,jun,101,11,-1,0,unknown,no
9233,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,no
9234,no,3583,no,no,unknown,5,jun,97,2,-1,0,unknown,no
9235,no,457,yes,no,unknown,5,jun,61,3,-1,0,unknown,no
9236,no,1347,no,no,unknown,5,jun,92,2,-1,0,unknown,no
9237,no,146,yes,yes,unknown,5,jun,22,15,-1,0,unknown,no
9238,no,416,yes,no,unknown,5,jun,494,5,-1,0,unknown,yes
9239,no,323,yes,no,unknown,5,jun,138,3,-1,0,unknown,no
9240,no,12848,yes,no,unknown,5,jun,337,2,-1,0,unknown,no
9241,no,550,yes,no,unknown,5,jun,412,2,-1,0,unknown,no
9242,yes,-1019,yes,no,unknown,5,jun,955,4,-1,0,unknown,no
9243,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes
9244,no,68,no,no,unknown,5,jun,90,2,-1,0,unknown,no
9245,no,698,no,no,unknown,5,jun,729,2,-1,0,unknown,no
9246,no,-17,yes,no,unknown,5,jun,159,2,-1,0,unknown,no
9247,no,311,yes,yes,unknown,5,jun,94,4,-1,0,unknown,no
9248,no,943,yes,yes,unknown,5,jun,314,2,-1,0,unknown,no
9249,no,1357,yes,no,unknown,5,jun,74,5,-1,0,unknown,no
9250,no,0,no,no,unknown,5,jun,153,2,-1,0,unknown,no
9251,no,280,yes,no,unknown,5,jun,193,2,-1,0,unknown,no
9252,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown,no
9253,no,1820,no,no,unknown,5,jun,231,2,-1,0,unknown,no
9254,no,0,no,no,unknown,5,jun,353,2,-1,0,unknown,no
9255,no,1537,no,yes,unknown,5,jun,805,2,-1,0,unknown,no
9256,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,no
9257,no,223,yes,no,unknown,5,jun,131,3,-1,0,unknown,no
9258,no,1595,yes,no,unknown,5,jun,102,2,-1,0,unknown,no
9259,no,12,no,no,unknown,5,jun,150,2,-1,0,unknown,no
9260,no,140,yes,no,unknown,5,jun,65,3,-1,0,unknown,no
9261,no,2452,yes,no,unknown,5,jun,91,2,-1,0,unknown,no
9262,no,281,yes,no,unknown,5,jun,869,2,-1,0,unknown,no
9263,no,2074,yes,no,unknown,5,jun,144,7,-1,0,unknown,no
9264,no,5,no,no,unknown,5,jun,115,2,-1,0,unknown,no
9265,no,1304,yes,no,unknown,5,jun,93,3,-1,0,unknown,no
9266,no,860,yes,no,unknown,5,jun,884,4,-1,0,unknown,yes
9267,no,986,yes,no,unknown,5,jun,209,3,-1,0,unknown,no
9268,no,0,no,no,unknown,5,jun,85,2,-1,0,unknown,no
9269,no,419,no,yes,unknown,5,jun,295,3,-1,0,unknown,no
9270,no,266,yes,no,unknown,5,jun,319,6,-1,0,unknown,no
9271,no,1189,no,no,unknown,5,jun,323,3,-1,0,unknown,no
9272,no,3924,no,no,unknown,5,jun,648,2,-1,0,unknown,no
9273,no,1623,yes,no,unknown,5,jun,21,17,-1,0,unknown,no
9274,no,518,no,no,unknown,5,jun,312,3,-1,0,unknown,no
9275,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,no
9276,no,2296,no,no,unknown,5,jun,67,2,-1,0,unknown,no
9277,no,3313,yes,no,unknown,5,jun,18,3,-1,0,unknown,no
9278,no,1613,yes,no,unknown,5,jun,541,3,-1,0,unknown,no
9279,no,-661,yes,yes,unknown,5,jun,221,3,-1,0,unknown,no
9280,no,2171,no,no,unknown,5,jun,138,2,-1,0,unknown,no
9281,no,1742,no,no,unknown,5,jun,231,2,-1,0,unknown,no
9282,no,549,no,no,unknown,5,jun,82,2,-1,0,unknown,no
9283,no,1523,yes,no,unknown,5,jun,17,16,-1,0,unknown,no
9284,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown,no
9285,no,363,no,yes,unknown,5,jun,650,2,-1,0,unknown,no
9286,no,512,yes,yes,unknown,5,jun,75,3,-1,0,unknown,no
9287,no,636,no,yes,unknown,5,jun,338,2,-1,0,unknown,no
9288,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,no
9289,no,731,yes,no,unknown,5,jun,718,13,-1,0,unknown,no
9290,no,3460,yes,no,unknown,5,jun,394,2,-1,0,unknown,no
9291,no,4674,no,no,unknown,5,jun,160,2,-1,0,unknown,no
9292,no,3279,no,no,unknown,5,jun,240,2,-1,0,unknown,no
9293,no,12,yes,no,unknown,5,jun,54,26,-1,0,unknown,no
9294,no,2805,no,no,unknown,5,jun,288,2,-1,0,unknown,no
9295,no,0,no,no,unknown,5,jun,25,26,-1,0,unknown,no
9296,no,1848,yes,no,unknown,5,jun,131,10,-1,0,unknown,no
9297,no,125,yes,yes,unknown,5,jun,18,31,-1,0,unknown,no
9298,no,635,no,no,unknown,5,jun,31,5,-1,0,unknown,no
9299,no,394,no,no,unknown,5,jun,119,3,-1,0,unknown,no
9300,no,1646,yes,no,unknown,5,jun,474,2,-1,0,unknown,no
9301,no,249,yes,yes,unknown,5,jun,173,3,-1,0,unknown,no
9302,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown,no
9303,no,407,yes,no,unknown,5,jun,67,12,-1,0,unknown,no
9304,no,2093,no,no,unknown,5,jun,128,2,-1,0,unknown,no
9305,no,0,yes,no,unknown,5,jun,285,2,-1,0,unknown,no
9306,no,1699,no,no,unknown,5,jun,153,2,-1,0,unknown,no
9307,no,911,no,yes,unknown,5,jun,172,2,-1,0,unknown,no
9308,no,3127,yes,yes,unknown,5,jun,451,2,-1,0,unknown,no
9309,no,-133,no,no,unknown,5,jun,96,2,-1,0,unknown,no
9310,no,2841,yes,no,unknown,5,jun,1121,3,-1,0,unknown,no
9311,no,2770,yes,yes,unknown,5,jun,191,2,-1,0,unknown,no
9312,no,-355,yes,yes,unknown,5,jun,939,6,-1,0,unknown,no
9313,no,21861,no,no,unknown,5,jun,486,2,-1,0,unknown,no
9314,no,3258,no,no,unknown,5,jun,234,3,-1,0,unknown,no
9315,no,122,no,yes,unknown,5,jun,240,3,-1,0,unknown,no
9316,yes,-103,no,yes,unknown,5,jun,210,3,-1,0,unknown,no
9317,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
9318,no,3,yes,yes,unknown,5,jun,124,2,-1,0,unknown,no
9319,no,609,no,no,unknown,5,jun,372,1,-1,0,unknown,no
9320,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes
9321,yes,-247,no,no,unknown,6,jun,179,1,-1,0,unknown,no
9322,no,0,no,no,unknown,6,jun,463,4,-1,0,unknown,no
9323,no,625,yes,no,unknown,6,jun,127,1,-1,0,unknown,no
9324,no,0,no,no,unknown,6,jun,105,1,-1,0,unknown,no
9325,no,1701,no,no,unknown,6,jun,140,1,-1,0,unknown,no
9326,no,2313,no,no,unknown,6,jun,130,1,-1,0,unknown,no
9327,no,599,yes,no,unknown,6,jun,53,1,-1,0,unknown,no
9328,no,656,no,no,unknown,6,jun,178,1,-1,0,unknown,no
9329,no,1328,yes,no,unknown,6,jun,82,4,-1,0,unknown,no
9330,no,13,no,no,unknown,6,jun,116,11,-1,0,unknown,no
9331,no,21,no,no,unknown,6,jun,144,15,-1,0,unknown,no
9332,no,2571,no,no,unknown,6,jun,40,2,-1,0,unknown,no
9333,no,12,no,no,unknown,6,jun,90,4,-1,0,unknown,no
9334,no,1138,yes,yes,unknown,6,jun,164,4,-1,0,unknown,no
9335,no,-140,no,yes,unknown,6,jun,190,1,-1,0,unknown,no
9336,no,565,yes,no,unknown,6,jun,582,11,-1,0,unknown,no
9337,no,2836,no,no,unknown,6,jun,116,3,-1,0,unknown,no
9338,no,122,no,no,unknown,6,jun,78,1,-1,0,unknown,no
9339,no,0,no,no,unknown,6,jun,188,1,-1,0,unknown,no
9340,no,444,yes,no,unknown,6,jun,432,1,-1,0,unknown,no
9341,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes
9342,no,1837,no,no,unknown,6,jun,118,1,-1,0,unknown,no
9343,no,1,yes,no,unknown,6,jun,63,9,-1,0,unknown,no
9344,no,490,yes,no,unknown,6,jun,246,3,-1,0,unknown,no
9345,no,-1110,yes,no,unknown,6,jun,143,2,-1,0,unknown,no
9346,no,0,no,no,unknown,6,jun,361,1,-1,0,unknown,no
9347,no,2791,no,no,unknown,6,jun,94,1,-1,0,unknown,no
9348,no,546,yes,no,unknown,6,jun,219,1,-1,0,unknown,no
9349,no,27,no,no,unknown,6,jun,80,1,-1,0,unknown,no
9350,no,5506,no,yes,unknown,6,jun,141,1,-1,0,unknown,no
9351,no,401,no,no,unknown,6,jun,126,1,-1,0,unknown,no
9352,no,3704,yes,no,unknown,6,jun,447,2,-1,0,unknown,no
9353,no,708,yes,no,unknown,6,jun,339,5,-1,0,unknown,no
9354,no,482,yes,no,unknown,6,jun,220,2,-1,0,unknown,no
9355,no,0,no,no,unknown,6,jun,373,1,-1,0,unknown,no
9356,no,881,no,yes,unknown,6,jun,79,2,-1,0,unknown,no
9357,no,118,no,no,unknown,6,jun,339,1,-1,0,unknown,no
9358,no,248,no,no,unknown,6,jun,18,1,-1,0,unknown,no
9359,no,884,yes,no,unknown,6,jun,91,1,-1,0,unknown,no
9360,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no
9361,no,0,no,no,unknown,6,jun,178,1,-1,0,unknown,no
9362,no,10,no,no,unknown,6,jun,513,3,-1,0,unknown,no
9363,no,292,yes,yes,unknown,6,jun,84,2,-1,0,unknown,no
9364,no,992,no,no,unknown,6,jun,351,1,-1,0,unknown,no
9365,no,1012,yes,yes,unknown,6,jun,399,1,-1,0,unknown,no
9366,no,0,no,no,unknown,6,jun,19,1,-1,0,unknown,no
9367,no,984,no,no,unknown,6,jun,334,1,-1,0,unknown,no
9368,no,1743,yes,no,unknown,6,jun,49,5,-1,0,unknown,no
9369,no,794,yes,no,unknown,6,jun,50,3,-1,0,unknown,no
9370,no,383,yes,no,unknown,6,jun,106,5,-1,0,unknown,no
9371,no,2505,no,no,unknown,6,jun,135,2,-1,0,unknown,no
9372,no,441,no,no,unknown,6,jun,101,2,-1,0,unknown,no
9373,no,72,yes,no,unknown,6,jun,114,5,-1,0,unknown,no
9374,no,0,no,no,unknown,6,jun,414,2,-1,0,unknown,no
9375,no,1230,yes,no,unknown,6,jun,266,2,-1,0,unknown,no
9376,no,4150,no,no,unknown,6,jun,363,1,-1,0,unknown,no
9377,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no
9378,no,9796,no,yes,unknown,6,jun,110,1,-1,0,unknown,no
9379,no,9059,no,no,unknown,6,jun,113,1,-1,0,unknown,no
9380,no,940,yes,no,unknown,6,jun,237,3,-1,0,unknown,no
9381,no,639,yes,no,unknown,6,jun,709,5,-1,0,unknown,yes
9382,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
9383,no,-156,yes,no,unknown,6,jun,161,5,-1,0,unknown,no
9384,no,926,no,yes,unknown,6,jun,189,3,-1,0,unknown,no
9385,no,6408,no,no,unknown,6,jun,29,1,-1,0,unknown,no
9386,no,3039,no,no,unknown,6,jun,420,2,-1,0,unknown,no
9387,no,685,yes,no,unknown,6,jun,672,2,-1,0,unknown,no
9388,no,0,no,no,unknown,6,jun,248,2,-1,0,unknown,no
9389,no,2152,no,no,unknown,6,jun,67,1,-1,0,unknown,no
9390,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown,yes
9391,no,901,yes,no,unknown,6,jun,80,3,-1,0,unknown,no
9392,no,8251,no,no,unknown,6,jun,194,3,-1,0,unknown,no
9393,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown,no
9394,no,101,no,no,unknown,6,jun,153,1,-1,0,unknown,no
9395,no,161,no,no,unknown,6,jun,183,1,-1,0,unknown,no
9396,no,4785,no,yes,unknown,6,jun,250,1,-1,0,unknown,no
9397,no,3823,no,no,unknown,6,jun,81,5,-1,0,unknown,no
9398,no,-282,yes,no,unknown,6,jun,223,3,-1,0,unknown,no
9399,no,1657,no,no,unknown,6,jun,172,2,-1,0,unknown,no
9400,no,1491,yes,no,unknown,6,jun,100,2,-1,0,unknown,no
9401,no,750,no,no,unknown,6,jun,188,1,-1,0,unknown,no
9402,no,0,no,no,unknown,6,jun,320,1,-1,0,unknown,no
9403,no,148,no,yes,unknown,6,jun,64,1,-1,0,unknown,no
9404,no,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,no
9405,no,329,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
9406,no,1060,yes,no,unknown,6,jun,83,3,-1,0,unknown,no
9407,no,613,no,no,unknown,6,jun,51,1,-1,0,unknown,no
9408,no,492,no,no,unknown,6,jun,330,1,-1,0,unknown,no
9409,no,1266,no,yes,unknown,6,jun,164,1,-1,0,unknown,no
9410,no,406,no,no,unknown,6,jun,272,1,-1,0,unknown,no
9411,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no
9412,no,45,no,yes,unknown,6,jun,81,1,-1,0,unknown,no
9413,no,0,no,no,unknown,6,jun,159,1,-1,0,unknown,no
9414,no,5403,no,no,unknown,6,jun,42,1,-1,0,unknown,no
9415,no,116,no,no,unknown,6,jun,361,1,-1,0,unknown,no
9416,no,545,no,no,unknown,6,jun,307,1,-1,0,unknown,no
9417,no,1004,yes,no,unknown,6,jun,377,3,-1,0,unknown,no
9418,no,8127,no,no,unknown,6,jun,315,1,-1,0,unknown,no
9419,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no
9420,no,1453,no,no,unknown,6,jun,386,1,-1,0,unknown,no
9421,no,-294,yes,no,unknown,6,jun,79,3,-1,0,unknown,no
9422,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no
9423,no,3595,no,no,unknown,6,jun,30,1,-1,0,unknown,no
9424,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no
9425,no,300,yes,no,unknown,6,jun,358,1,-1,0,unknown,no
9426,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no
9427,no,657,no,no,unknown,6,jun,227,1,-1,0,unknown,no
9428,no,-540,no,no,unknown,6,jun,29,1,-1,0,unknown,no
9429,no,139,yes,yes,unknown,6,jun,52,13,-1,0,unknown,no
9430,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no
9431,no,746,yes,no,unknown,6,jun,136,13,-1,0,unknown,no
9432,no,189,yes,no,unknown,6,jun,106,2,-1,0,unknown,no
9433,no,624,yes,no,unknown,6,jun,141,3,-1,0,unknown,no
9434,no,3180,no,no,unknown,6,jun,28,1,-1,0,unknown,no
9435,no,223,yes,no,unknown,6,jun,862,11,-1,0,unknown,yes
9436,no,1055,no,no,unknown,6,jun,32,2,-1,0,unknown,no
9437,no,0,no,no,unknown,6,jun,97,1,-1,0,unknown,no
9438,no,160,no,no,unknown,6,jun,107,1,-1,0,unknown,no
9439,no,2000,no,no,unknown,6,jun,94,1,-1,0,unknown,no
9440,no,425,yes,no,unknown,6,jun,168,3,-1,0,unknown,no
9441,no,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
9442,no,619,yes,no,unknown,6,jun,460,4,-1,0,unknown,yes
9443,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
9444,no,679,yes,no,unknown,6,jun,78,3,-1,0,unknown,no
9445,no,406,no,no,unknown,6,jun,262,1,-1,0,unknown,no
9446,no,334,yes,no,unknown,6,jun,84,5,-1,0,unknown,no
9447,no,215,yes,yes,unknown,6,jun,173,2,-1,0,unknown,no
9448,no,1001,no,no,unknown,6,jun,175,2,-1,0,unknown,no
9449,no,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
9450,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no
9451,no,914,no,no,unknown,6,jun,219,1,-1,0,unknown,no
9452,no,359,yes,no,unknown,6,jun,220,4,-1,0,unknown,no
9453,no,1029,yes,no,unknown,6,jun,71,2,-1,0,unknown,no
9454,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,yes
9455,no,84,yes,no,unknown,6,jun,238,3,-1,0,unknown,no
9456,no,0,no,no,unknown,6,jun,650,1,-1,0,unknown,no
9457,no,0,no,no,unknown,6,jun,159,3,-1,0,unknown,no
9458,no,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,no
9459,no,123,yes,no,unknown,6,jun,165,3,-1,0,unknown,no
9460,no,1205,yes,no,unknown,6,jun,82,2,-1,0,unknown,no
9461,no,53,no,no,unknown,6,jun,133,3,-1,0,unknown,no
9462,no,11146,no,no,unknown,6,jun,136,1,-1,0,unknown,no
9463,no,202,no,no,unknown,6,jun,136,1,-1,0,unknown,no
9464,no,2899,no,no,unknown,6,jun,40,1,-1,0,unknown,no
9465,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no
9466,no,22,no,no,unknown,6,jun,464,1,-1,0,unknown,no
9467,no,10360,no,no,unknown,6,jun,37,1,-1,0,unknown,no
9468,no,328,no,no,unknown,6,jun,189,1,-1,0,unknown,no
9469,no,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,no
9470,no,763,no,no,unknown,6,jun,181,2,-1,0,unknown,no
9471,no,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,no
9472,no,1088,yes,no,unknown,6,jun,217,2,-1,0,unknown,no
9473,no,19850,no,no,unknown,6,jun,86,1,-1,0,unknown,no
9474,no,8001,no,no,unknown,6,jun,52,1,-1,0,unknown,no
9475,no,8313,no,no,unknown,6,jun,185,1,-1,0,unknown,no
9476,no,1309,no,no,unknown,6,jun,442,2,-1,0,unknown,no
9477,no,1461,yes,no,unknown,6,jun,554,2,-1,0,unknown,yes
9478,yes,-488,no,yes,unknown,6,jun,247,1,-1,0,unknown,no
9479,no,653,no,no,unknown,6,jun,800,1,-1,0,unknown,no
9480,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no
9481,no,1059,no,yes,unknown,6,jun,57,2,-1,0,unknown,no
9482,no,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no
9483,no,64,no,no,unknown,6,jun,230,2,-1,0,unknown,no
9484,no,0,yes,no,unknown,6,jun,300,5,-1,0,unknown,no
9485,no,1265,yes,no,unknown,6,jun,397,3,-1,0,unknown,no
9486,no,97,yes,no,unknown,6,jun,153,4,-1,0,unknown,no
9487,no,207,no,no,unknown,6,jun,78,2,-1,0,unknown,no
9488,no,482,yes,no,unknown,6,jun,1041,13,-1,0,unknown,no
9489,no,3275,no,no,unknown,6,jun,527,2,-1,0,unknown,no
9490,no,70,yes,no,unknown,6,jun,100,2,-1,0,unknown,no
9491,no,38,no,no,unknown,6,jun,308,4,-1,0,unknown,no
9492,no,195,no,no,unknown,6,jun,341,2,-1,0,unknown,no
9493,no,319,yes,no,unknown,6,jun,467,3,-1,0,unknown,yes
9494,no,5267,yes,no,unknown,6,jun,178,2,-1,0,unknown,no
9495,no,2774,no,no,unknown,6,jun,1288,3,-1,0,unknown,no
9496,no,259,yes,no,unknown,6,jun,163,2,-1,0,unknown,no
9497,no,0,yes,no,unknown,6,jun,172,2,-1,0,unknown,no
9498,no,1636,no,no,unknown,6,jun,301,2,-1,0,unknown,no
9499,no,4789,yes,yes,unknown,6,jun,407,4,-1,0,unknown,no
9500,no,480,no,no,unknown,6,jun,648,2,-1,0,unknown,yes
9501,no,-246,yes,no,unknown,6,jun,311,3,-1,0,unknown,no
9502,no,630,no,no,unknown,6,jun,415,2,-1,0,unknown,no
9503,no,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,no
9504,no,21,no,no,unknown,6,jun,264,1,-1,0,unknown,no
