id,age,job,marital,education
41707,19,student,single,secondary
41708,63,retired,married,secondary
41709,77,retired,married,primary
41710,37,blue-collar,married,secondary
41711,37,management,single,secondary
41712,33,management,single,tertiary
41713,37,admin.,married,secondary
41714,29,management,single,secondary
41715,25,admin.,single,tertiary
41716,30,admin.,single,secondary
41717,63,retired,married,secondary
41718,31,management,single,tertiary
41719,29,technician,single,tertiary
41720,70,retired,divorced,secondary
41721,32,admin.,single,tertiary
41722,61,retired,married,secondary
41723,56,admin.,married,secondary
41724,54,unknown,married,unknown
41725,60,retired,married,secondary
41726,34,blue-collar,single,unknown
41727,68,retired,married,primary
41728,42,unemployed,married,tertiary
41729,24,blue-collar,single,secondary
41730,55,unemployed,married,secondary
41731,66,retired,married,secondary
41732,26,self-employed,single,tertiary
41733,53,housemaid,married,primary
41734,78,retired,divorced,unknown
41735,38,services,divorced,secondary
41736,61,housemaid,married,tertiary
41737,34,management,single,tertiary
41738,36,technician,married,tertiary
41739,42,management,married,unknown
41740,29,admin.,single,secondary
41741,58,retired,married,primary
41742,57,housemaid,single,secondary
41743,33,management,single,tertiary
41744,27,admin.,married,secondary
41745,79,retired,divorced,primary
41746,64,retired,married,primary
41747,66,retired,single,tertiary
41748,60,admin.,divorced,secondary
41749,32,management,single,tertiary
41750,47,housemaid,married,secondary
41751,56,unemployed,married,secondary
41752,25,technician,single,secondary
41753,21,student,single,secondary
41754,83,retired,married,unknown
41755,83,retired,married,tertiary
41756,73,retired,divorced,secondary
41757,56,blue-collar,married,primary
41758,45,blue-collar,married,secondary
41759,77,retired,married,primary
41760,67,retired,married,primary
41761,30,technician,single,tertiary
41762,55,admin.,married,secondary
41763,31,admin.,married,tertiary
41764,55,entrepreneur,divorced,secondary
41765,57,admin.,married,secondary
41766,59,unemployed,married,secondary
41767,34,admin.,married,secondary
41768,54,management,married,tertiary
41769,72,blue-collar,married,primary
41770,46,entrepreneur,divorced,secondary
41771,67,management,divorced,tertiary
41772,51,entrepreneur,divorced,tertiary
41773,48,management,married,tertiary
41774,39,technician,divorced,secondary
41775,31,self-employed,married,secondary
41776,52,management,married,primary
41777,46,self-employed,married,tertiary
41778,41,retired,single,primary
41779,28,blue-collar,single,secondary
41780,74,retired,married,tertiary
41781,48,technician,single,secondary
41782,35,management,single,tertiary
41783,61,self-employed,divorced,tertiary
41784,45,technician,married,unknown
41785,49,admin.,married,secondary
41786,43,management,married,tertiary
41787,62,retired,married,secondary
41788,35,technician,single,tertiary
41789,36,admin.,divorced,secondary
41790,83,retired,single,primary
41791,27,admin.,married,secondary
41792,62,management,married,tertiary
41793,76,retired,married,primary
41794,32,technician,married,tertiary
41795,63,retired,married,primary
41796,23,student,single,secondary
41797,50,management,married,primary
41798,46,management,married,tertiary
41799,33,management,married,tertiary
41800,38,technician,married,tertiary
41801,34,technician,single,tertiary
41802,35,self-employed,married,tertiary
41803,30,self-employed,single,secondary
41804,60,retired,married,primary
41805,45,housemaid,married,primary
41806,31,admin.,single,tertiary
41807,28,self-employed,single,tertiary
41808,62,services,married,primary
41809,39,housemaid,married,tertiary
41810,66,housemaid,married,primary
41811,35,blue-collar,single,tertiary
41812,64,retired,married,tertiary
41813,58,technician,married,primary
41814,30,admin.,married,secondary
41815,62,retired,married,tertiary
41816,48,housemaid,single,primary
41817,62,retired,married,primary
41818,73,retired,married,primary
41819,40,self-employed,married,tertiary
41820,81,retired,divorced,primary
41821,70,retired,married,secondary
41822,39,management,married,tertiary
41823,80,retired,married,secondary
41824,75,unknown,married,tertiary
41825,34,admin.,married,tertiary
41826,47,technician,married,secondary
41827,31,technician,married,tertiary
41828,59,unemployed,divorced,secondary
41829,30,management,single,tertiary
41830,41,management,married,tertiary
41831,19,student,single,primary
41832,54,blue-collar,married,primary
41833,48,management,divorced,tertiary
41834,26,admin.,single,secondary
41835,62,housemaid,married,tertiary
41836,37,services,married,secondary
41837,43,services,married,primary
41838,74,retired,married,primary
41839,40,unemployed,single,tertiary
41840,37,management,married,tertiary
41841,57,management,married,tertiary
41842,75,retired,married,secondary
41843,77,retired,married,tertiary
41844,83,retired,divorced,primary
41845,31,management,married,tertiary
41846,61,technician,married,primary
41847,69,retired,married,secondary
41848,22,services,single,secondary
41849,50,management,married,tertiary
41850,27,management,married,tertiary
41851,50,admin.,single,secondary
41852,72,retired,married,secondary
41853,31,admin.,single,secondary
41854,51,admin.,married,secondary
41855,65,retired,married,primary
41856,81,retired,divorced,unknown
41857,34,services,single,tertiary
41858,33,management,single,tertiary
41859,73,retired,married,unknown
41860,35,admin.,married,tertiary
41861,40,technician,married,secondary
41862,37,services,married,secondary
41863,44,technician,single,tertiary
41864,40,technician,married,secondary
41865,45,blue-collar,single,secondary
41866,61,management,married,tertiary
41867,74,retired,divorced,secondary
41868,70,retired,married,secondary
41869,63,retired,married,secondary
41870,61,technician,divorced,secondary
41871,62,retired,married,primary
41872,33,unknown,single,secondary
41873,47,blue-collar,married,secondary
41874,62,blue-collar,married,primary
41875,39,management,single,tertiary
41876,62,management,divorced,tertiary
41877,46,blue-collar,married,tertiary
41878,26,management,single,tertiary
41879,37,management,single,tertiary
41880,26,technician,single,secondary
41881,80,management,married,primary
41882,30,admin.,single,secondary
41883,72,retired,married,primary
41884,46,housemaid,single,primary
41885,47,services,single,unknown
41886,76,housemaid,divorced,primary
41887,59,unemployed,married,secondary
41888,30,unemployed,married,primary
41889,56,management,single,unknown
41890,30,admin.,single,tertiary
41891,54,management,married,unknown
41892,57,unknown,married,primary
41893,28,admin.,married,secondary
41894,60,management,married,secondary
41895,30,student,single,tertiary
41896,63,retired,married,primary
41897,61,admin.,married,secondary
41898,31,unemployed,single,secondary
41899,39,management,married,tertiary
41900,22,student,single,primary
41901,39,technician,married,tertiary
41902,37,management,single,tertiary
41903,72,retired,married,primary
41904,77,retired,married,unknown
41905,36,technician,married,secondary
41906,43,technician,married,secondary
41907,65,retired,married,secondary
41908,54,technician,married,secondary
41909,32,blue-collar,married,primary
41910,25,student,single,secondary
41911,46,admin.,single,secondary
41912,28,management,single,tertiary
41913,61,management,married,tertiary
41914,53,housemaid,married,primary
41915,38,blue-collar,divorced,secondary
41916,69,retired,married,tertiary
41917,53,management,divorced,tertiary
41918,27,student,single,tertiary
41919,74,retired,married,tertiary
41920,67,retired,married,tertiary
41921,55,unemployed,divorced,secondary
41922,33,management,single,tertiary
41923,27,student,single,tertiary
41924,87,retired,divorced,primary
41925,57,management,married,tertiary
41926,33,self-employed,single,tertiary
41927,51,technician,married,secondary
41928,76,retired,divorced,primary
41929,64,management,married,tertiary
41930,35,technician,single,secondary
41931,19,student,single,secondary
41932,33,admin.,married,tertiary
41933,55,management,divorced,tertiary
41934,31,blue-collar,single,unknown
41935,92,retired,married,unknown
41936,35,technician,married,secondary
41937,30,technician,single,tertiary
41938,68,retired,single,tertiary
41939,42,admin.,divorced,secondary
41940,41,technician,single,tertiary
41941,35,management,single,tertiary
41942,32,management,single,tertiary
41943,29,self-employed,married,secondary
41944,70,retired,married,secondary
41945,54,admin.,married,secondary
41946,27,blue-collar,single,secondary
41947,78,retired,married,unknown
41948,82,retired,married,primary
41949,29,technician,single,tertiary
41950,78,retired,divorced,primary
41951,55,services,married,secondary
41952,76,retired,married,tertiary
41953,69,management,married,secondary
41954,38,management,married,tertiary
41955,60,technician,married,secondary
41956,33,services,divorced,secondary
41957,43,blue-collar,married,secondary
41958,61,retired,married,secondary
41959,43,technician,single,unknown
41960,73,retired,married,primary
41961,39,technician,married,secondary
41962,57,management,married,primary
41963,33,management,married,tertiary
41964,77,management,married,unknown
41965,45,technician,married,secondary
41966,35,technician,single,secondary
41967,37,admin.,single,secondary
41968,59,retired,married,primary
41969,39,management,single,tertiary
41970,76,retired,married,secondary
41971,40,admin.,married,tertiary
41972,42,management,married,tertiary
41973,40,admin.,married,secondary
41974,44,management,divorced,tertiary
41975,70,unknown,married,tertiary
41976,59,retired,married,tertiary
41977,52,admin.,married,secondary
41978,46,admin.,married,secondary
41979,70,retired,married,secondary
41980,73,retired,married,primary
41981,50,technician,single,secondary
41982,82,housemaid,divorced,primary
41983,81,retired,married,primary
41984,55,admin.,married,secondary
41985,52,technician,married,secondary
41986,41,unknown,single,unknown
41987,58,blue-collar,married,secondary
41988,57,technician,married,secondary
41989,46,management,single,tertiary
41990,28,technician,single,unknown
41991,38,blue-collar,single,secondary
41992,30,management,single,tertiary
41993,52,services,married,secondary
41994,22,student,single,secondary
41995,53,unknown,married,primary
41996,60,admin.,married,unknown
41997,66,retired,married,primary
41998,70,retired,married,secondary
41999,55,technician,married,secondary
42000,54,admin.,married,unknown
42001,59,housemaid,married,secondary
42002,80,retired,married,secondary
42003,56,management,married,secondary
42004,33,management,single,tertiary
42005,71,technician,married,tertiary
42006,76,retired,married,unknown
42007,38,housemaid,divorced,secondary
42008,44,management,single,tertiary
42009,69,retired,divorced,secondary
42010,65,retired,married,secondary
42011,34,admin.,single,tertiary
42012,60,housemaid,married,primary
42013,29,services,single,tertiary
42014,52,services,married,secondary
42015,36,student,single,tertiary
42016,33,management,single,tertiary
42017,63,retired,married,tertiary
42018,30,management,single,tertiary
42019,29,technician,married,secondary
42020,61,retired,married,secondary
42021,50,management,married,tertiary
42022,65,admin.,married,secondary
42023,54,admin.,divorced,secondary
42024,26,student,single,unknown
42025,67,retired,married,primary
42026,68,retired,married,primary
42027,74,retired,married,tertiary
42028,75,self-employed,married,unknown
42029,27,management,single,tertiary
42030,65,retired,married,primary
42031,64,retired,married,secondary
42032,38,technician,single,tertiary
42033,42,blue-collar,married,secondary
42034,30,admin.,single,secondary
42035,57,housemaid,married,tertiary
42036,31,management,married,tertiary
42037,52,blue-collar,married,secondary
42038,25,management,single,tertiary
42039,36,management,married,tertiary
42040,55,management,married,tertiary
42041,64,management,married,tertiary
42042,54,technician,married,unknown
42043,26,admin.,single,secondary
42044,51,self-employed,single,secondary
42045,72,retired,married,secondary
42046,30,management,single,tertiary
42047,30,management,married,tertiary
42048,61,blue-collar,married,secondary
42049,60,blue-collar,married,primary
42050,30,management,single,tertiary
42051,39,management,married,tertiary
42052,45,admin.,divorced,secondary
42053,32,unemployed,single,tertiary
42054,66,retired,married,tertiary
42055,50,technician,married,secondary
42056,54,housemaid,married,secondary
42057,28,student,single,tertiary
42058,35,admin.,single,tertiary
42059,47,management,single,tertiary
42060,53,technician,married,tertiary
42061,47,management,single,tertiary
42062,80,retired,married,primary
42063,61,management,married,tertiary
42064,34,technician,single,secondary
42065,47,management,married,tertiary
42066,36,technician,married,tertiary
42067,62,blue-collar,married,primary
42068,30,technician,single,secondary
42069,21,student,single,primary
42070,56,retired,married,primary
42071,67,unknown,married,tertiary
42072,62,management,married,tertiary
42073,37,management,married,tertiary
42074,41,unemployed,married,tertiary
42075,84,retired,married,primary
42076,32,management,single,tertiary
42077,30,technician,single,tertiary
42078,33,management,single,tertiary
42079,49,management,divorced,tertiary
42080,26,technician,single,secondary
42081,36,blue-collar,married,secondary
42082,87,retired,married,primary
42083,61,retired,married,primary
42084,52,self-employed,married,tertiary
42085,47,unemployed,married,tertiary
42086,70,retired,married,secondary
42087,60,management,married,tertiary
42088,41,services,married,tertiary
42089,46,housemaid,married,primary
42090,22,student,single,secondary
42091,51,unknown,married,unknown
42092,60,retired,divorced,secondary
42093,28,student,single,tertiary
42094,60,retired,divorced,primary
42095,33,management,married,tertiary
42096,37,management,married,primary
42097,57,management,married,tertiary
42098,20,student,single,primary
42099,33,management,single,tertiary
42100,30,technician,single,secondary
42101,29,technician,single,secondary
42102,38,technician,married,tertiary
42103,70,technician,married,secondary
42104,39,technician,married,tertiary
42105,51,technician,married,secondary
42106,32,management,single,tertiary
42107,65,retired,married,primary
42108,32,technician,single,tertiary
42109,29,student,single,tertiary
42110,54,technician,married,secondary
42111,33,management,single,tertiary
42112,35,self-employed,single,tertiary
42113,32,student,married,secondary
42114,26,admin.,married,tertiary
42115,35,technician,married,secondary
42116,51,technician,married,secondary
42117,58,admin.,married,secondary
42118,59,management,married,secondary
42119,66,housemaid,married,primary
42120,25,unemployed,married,secondary
42121,72,retired,single,tertiary
42122,55,management,divorced,tertiary
42123,29,student,single,unknown
42124,35,management,married,tertiary
42125,44,technician,married,tertiary
42126,44,admin.,married,secondary
42127,48,management,married,secondary
42128,35,admin.,divorced,secondary
42129,37,management,married,tertiary
42130,36,management,single,tertiary
42131,52,admin.,single,secondary
42132,55,management,single,tertiary
42133,67,retired,divorced,secondary
42134,36,self-employed,married,tertiary
42135,64,retired,married,primary
42136,34,management,single,tertiary
42137,64,management,married,unknown
42138,45,housemaid,married,secondary
42139,29,technician,single,secondary
42140,40,blue-collar,married,secondary
42141,33,services,married,secondary
42142,62,housemaid,married,secondary
42143,27,management,single,tertiary
42144,38,unemployed,married,tertiary
42145,76,retired,married,primary
42146,36,unemployed,married,tertiary
42147,18,student,single,secondary
42148,33,admin.,married,secondary
42149,50,management,married,tertiary
42150,31,management,married,tertiary
42151,69,technician,married,tertiary
42152,29,admin.,single,secondary
42153,42,management,married,tertiary
42154,34,management,married,tertiary
42155,61,management,married,tertiary
42156,34,management,married,tertiary
42157,33,management,single,tertiary
42158,31,management,single,tertiary
42159,49,technician,married,secondary
42160,42,management,married,tertiary
42161,78,retired,divorced,primary
42162,55,blue-collar,married,secondary
42163,73,retired,married,secondary
42164,54,technician,married,secondary
42165,78,retired,married,tertiary
42166,31,technician,married,secondary
42167,60,technician,married,tertiary
42168,67,retired,married,primary
42169,24,technician,married,secondary
42170,33,technician,married,tertiary
42171,33,technician,married,secondary
42172,53,admin.,married,secondary
42173,33,student,married,secondary
42174,24,student,single,tertiary
42175,32,management,single,tertiary
42176,60,self-employed,married,tertiary
42177,64,entrepreneur,married,tertiary
42178,34,admin.,married,secondary
42179,35,management,single,tertiary
42180,53,management,married,tertiary
42181,24,student,single,secondary
42182,81,retired,divorced,unknown
42183,27,services,single,secondary
42184,32,technician,single,tertiary
42185,38,management,single,tertiary
42186,47,housemaid,married,secondary
42187,45,management,married,tertiary
42188,42,management,married,tertiary
42189,63,retired,divorced,primary
42190,40,management,married,tertiary
42191,31,self-employed,married,tertiary
42192,44,admin.,single,secondary
42193,61,retired,married,tertiary
42194,76,retired,married,secondary
42195,67,management,married,tertiary
42196,33,management,married,tertiary
42197,57,management,married,secondary
42198,71,housemaid,divorced,primary
42199,79,retired,married,secondary
42200,52,unemployed,married,secondary
42201,61,self-employed,married,tertiary
42202,48,unemployed,divorced,secondary
42203,33,management,married,tertiary
42204,47,admin.,married,secondary
42205,27,admin.,single,secondary
42206,70,retired,married,secondary
42207,52,technician,married,tertiary
42208,32,management,single,tertiary
42209,73,retired,married,primary
42210,63,retired,married,secondary
42211,49,management,married,primary
42212,35,management,single,tertiary
42213,35,admin.,single,tertiary
42214,23,technician,single,secondary
42215,26,management,single,tertiary
42216,58,blue-collar,married,secondary
42217,40,management,married,tertiary
42218,32,technician,single,tertiary
42219,51,management,married,tertiary
42220,33,services,married,secondary
42221,35,management,married,tertiary
42222,53,management,married,tertiary
42223,20,student,single,unknown
42224,28,student,single,tertiary
42225,44,self-employed,divorced,tertiary
42226,53,blue-collar,divorced,primary
42227,39,management,single,tertiary
42228,21,student,single,secondary
42229,36,blue-collar,single,secondary
42230,31,management,single,tertiary
42231,42,technician,married,secondary
42232,28,self-employed,single,tertiary
42233,27,self-employed,single,tertiary
42234,57,unemployed,married,secondary
42235,33,services,married,secondary
42236,29,management,single,tertiary
42237,65,retired,married,secondary
42238,54,housemaid,single,secondary
42239,63,retired,married,primary
42240,72,retired,married,secondary
42241,30,unemployed,single,secondary
42242,51,management,married,tertiary
42243,32,management,married,tertiary
42244,54,unknown,married,secondary
42245,82,retired,divorced,tertiary
42246,47,management,married,tertiary
42247,48,blue-collar,married,secondary
42248,61,retired,married,primary
42249,77,retired,divorced,secondary
42250,36,entrepreneur,married,secondary
42251,72,retired,married,primary
42252,75,retired,married,secondary
42253,33,admin.,single,tertiary
42254,38,admin.,married,secondary
42255,27,student,single,tertiary
42256,39,student,single,unknown
42257,43,services,single,secondary
42258,33,technician,married,secondary
42259,27,admin.,single,secondary
42260,50,admin.,married,secondary
42261,50,technician,divorced,unknown
42262,43,unemployed,divorced,secondary
42263,64,retired,married,secondary
42264,45,blue-collar,married,unknown
42265,76,retired,married,primary
42266,63,management,married,tertiary
42267,81,retired,married,primary
42268,77,retired,married,primary
42269,71,retired,married,primary
42270,46,management,married,tertiary
42271,39,admin.,married,secondary
42272,38,entrepreneur,married,tertiary
42273,75,retired,divorced,secondary
42274,37,admin.,single,secondary
42275,18,student,single,primary
42276,58,services,divorced,secondary
42277,61,management,married,secondary
42278,44,technician,divorced,secondary
42279,67,retired,married,secondary
42280,61,retired,married,primary
42281,31,services,single,secondary
42282,61,retired,married,secondary
42283,36,technician,single,secondary
42284,56,retired,married,primary
42285,74,retired,married,primary
42286,62,retired,divorced,tertiary
42287,33,management,married,tertiary
42288,24,student,single,secondary
42289,33,management,single,tertiary
42290,34,management,married,tertiary
42291,33,admin.,married,secondary
42292,34,blue-collar,single,unknown
42293,58,admin.,married,secondary
42294,61,retired,married,unknown
42295,37,management,married,tertiary
42296,64,retired,married,unknown
42297,27,blue-collar,single,secondary
42298,37,management,married,tertiary
42299,31,admin.,single,secondary
42300,25,technician,single,secondary
42301,41,unemployed,divorced,primary
42302,22,student,single,secondary
42303,22,student,single,unknown
42304,57,admin.,married,secondary
42305,63,management,married,tertiary
42306,34,student,single,unknown
42307,33,management,married,tertiary
42308,42,self-employed,married,tertiary
42309,26,student,single,secondary
42310,23,student,single,secondary
42311,54,technician,married,secondary
42312,63,entrepreneur,married,tertiary
42313,37,technician,single,tertiary
42314,33,self-employed,married,tertiary
42315,43,management,married,tertiary
42316,62,technician,married,secondary
42317,49,technician,divorced,secondary
42318,21,student,single,secondary
42319,56,management,married,primary
42320,35,technician,married,tertiary
42321,30,admin.,married,tertiary
42322,47,management,married,tertiary
42323,24,blue-collar,married,secondary
42324,33,blue-collar,married,primary
42325,31,student,single,unknown
42326,75,retired,married,tertiary
42327,40,admin.,married,tertiary
42328,62,retired,married,secondary
42329,63,retired,married,secondary
42330,52,management,married,tertiary
42331,62,management,married,tertiary
42332,57,housemaid,divorced,primary
42333,55,technician,divorced,tertiary
42334,71,retired,married,secondary
42335,59,self-employed,married,tertiary
42336,78,retired,married,tertiary
42337,35,technician,married,secondary
42338,52,technician,married,secondary
42339,29,unemployed,single,primary
42340,42,management,married,tertiary
42341,53,technician,married,secondary
42342,52,housemaid,married,unknown
42343,37,management,married,tertiary
42344,61,admin.,divorced,tertiary
42345,38,management,single,secondary
42346,70,retired,married,primary
42347,24,blue-collar,single,primary
42348,20,student,single,secondary
42349,42,management,married,primary
42350,49,management,married,tertiary
42351,27,technician,single,tertiary
42352,30,management,single,tertiary
42353,23,student,single,secondary
42354,36,admin.,married,tertiary
42355,61,technician,married,primary
42356,51,admin.,married,secondary
42357,33,management,married,tertiary
42358,31,management,single,tertiary
42359,39,technician,married,secondary
42360,53,technician,married,secondary
42361,31,admin.,single,secondary
42362,38,management,married,unknown
42363,28,student,single,secondary
42364,38,technician,married,secondary
42365,72,retired,married,secondary
42366,37,management,married,tertiary
42367,29,admin.,single,secondary
42368,34,admin.,married,tertiary
42369,64,retired,divorced,primary
42370,61,retired,divorced,primary
42371,27,blue-collar,single,tertiary
42372,46,housemaid,married,secondary
42373,57,blue-collar,divorced,primary
42374,52,blue-collar,married,secondary
42375,77,retired,married,primary
42376,53,technician,married,secondary
42377,83,retired,divorced,primary
42378,35,technician,single,secondary
42379,58,technician,married,secondary
42380,46,technician,married,tertiary
42381,63,unemployed,married,primary
42382,58,retired,married,primary
42383,51,technician,married,tertiary
42384,25,student,single,secondary
42385,66,management,married,unknown
42386,45,admin.,married,unknown
42387,22,student,single,tertiary
42388,32,entrepreneur,married,secondary
42389,33,technician,married,tertiary
42390,28,admin.,single,secondary
42391,28,admin.,married,secondary
42392,31,technician,married,secondary
42393,26,blue-collar,single,tertiary
42394,60,retired,divorced,tertiary
42395,44,unknown,single,unknown
42396,29,technician,single,secondary
42397,32,management,single,tertiary
42398,36,admin.,divorced,tertiary
42399,68,retired,married,tertiary
42400,48,management,married,tertiary
42401,53,unemployed,married,primary
42402,27,blue-collar,single,secondary
42403,39,services,married,secondary
42404,39,technician,married,secondary
42405,61,housemaid,married,primary
42406,25,student,single,tertiary
42407,28,services,single,secondary
42408,29,housemaid,single,tertiary
42409,72,retired,married,unknown
42410,29,management,single,tertiary
42411,26,student,single,tertiary
42412,49,management,married,tertiary
42413,42,blue-collar,married,secondary
42414,43,management,single,tertiary
42415,31,student,single,unknown
42416,33,technician,married,secondary
42417,69,retired,divorced,secondary
42418,28,student,single,unknown
42419,44,admin.,single,secondary
42420,73,retired,divorced,primary
42421,58,admin.,single,secondary
42422,27,student,single,unknown
42423,27,student,single,secondary
42424,38,services,married,secondary
42425,39,management,married,tertiary
42426,61,management,married,tertiary
42427,31,admin.,married,secondary
42428,42,admin.,single,secondary
42429,42,management,married,tertiary
42430,64,retired,married,secondary
42431,61,retired,divorced,secondary
42432,45,technician,married,secondary
42433,61,retired,married,primary
42434,34,self-employed,single,secondary
42435,32,admin.,single,secondary
42436,25,blue-collar,single,secondary
42437,29,admin.,single,tertiary
42438,81,retired,married,secondary
42439,29,student,single,secondary
42440,51,admin.,married,secondary
42441,72,retired,married,unknown
42442,80,retired,married,secondary
42443,52,entrepreneur,married,primary
42444,38,entrepreneur,divorced,secondary
42445,31,technician,married,secondary
42446,30,student,single,secondary
42447,22,student,single,secondary
42448,50,admin.,married,secondary
42449,29,technician,single,tertiary
42450,42,management,married,tertiary
42451,37,admin.,married,secondary
42452,34,management,married,tertiary
42453,24,student,single,secondary
42454,53,blue-collar,single,secondary
42455,30,management,married,tertiary
42456,27,management,single,tertiary
42457,34,technician,married,secondary
42458,49,technician,married,secondary
42459,59,unemployed,married,secondary
42460,80,retired,married,primary
42461,86,retired,single,secondary
42462,69,retired,married,unknown
42463,79,retired,married,secondary
42464,71,retired,married,secondary
42465,57,retired,divorced,primary
42466,35,technician,married,secondary
42467,41,unemployed,married,secondary
42468,36,services,married,secondary
42469,49,management,married,tertiary
42470,69,retired,married,secondary
42471,66,retired,married,unknown
42472,61,retired,married,primary
42473,32,management,divorced,tertiary
42474,28,management,single,tertiary
42475,47,management,single,tertiary
42476,22,student,single,tertiary
42477,57,management,married,tertiary
42478,58,management,married,tertiary
42479,64,retired,married,primary
42480,54,management,divorced,tertiary
42481,45,management,married,tertiary
42482,72,retired,married,primary
42483,30,services,married,secondary
42484,79,retired,married,primary
42485,40,management,single,tertiary
42486,30,technician,married,secondary
42487,41,self-employed,single,tertiary
42488,35,management,married,tertiary
42489,19,student,single,secondary
42490,57,technician,married,primary
42491,30,technician,single,tertiary
42492,36,management,married,tertiary
42493,64,housemaid,married,primary
42494,53,entrepreneur,married,tertiary
42495,87,retired,married,secondary
42496,53,admin.,married,secondary
42497,34,management,married,tertiary
42498,29,student,single,secondary
42499,26,services,single,tertiary
42500,29,management,single,tertiary
42501,45,technician,married,tertiary
42502,43,unemployed,married,secondary
42503,81,retired,divorced,secondary
42504,57,retired,married,secondary
42505,72,retired,married,secondary
42506,46,management,married,tertiary
42507,47,technician,married,secondary
42508,62,retired,married,tertiary
42509,56,retired,married,secondary
42510,59,management,married,primary
42511,67,retired,married,primary
42512,28,blue-collar,single,secondary
42513,34,services,married,secondary
42514,57,management,divorced,unknown
42515,52,technician,married,secondary
42516,66,housemaid,married,primary
42517,32,admin.,married,secondary
42518,31,management,single,tertiary
42519,51,blue-collar,married,secondary
42520,27,student,single,secondary
42521,29,services,married,secondary
42522,50,management,married,tertiary
42523,30,technician,married,tertiary
42524,30,management,single,tertiary
42525,31,student,single,unknown
42526,57,retired,married,secondary
42527,75,retired,divorced,secondary
42528,60,technician,married,secondary
42529,44,blue-collar,married,secondary
42530,50,services,married,secondary
42531,44,admin.,married,secondary
42532,39,unemployed,single,secondary
42533,32,admin.,single,secondary
42534,59,retired,married,primary
42535,68,retired,married,secondary
42536,31,technician,married,tertiary
42537,40,admin.,single,secondary
42538,34,admin.,single,secondary
42539,64,self-employed,married,tertiary
42540,49,technician,married,secondary
42541,54,management,divorced,tertiary
42542,30,unemployed,divorced,secondary
42543,60,admin.,married,secondary
42544,33,management,married,tertiary
42545,35,management,single,tertiary
42546,72,retired,married,primary
42547,37,technician,married,secondary
42548,30,blue-collar,married,primary
42549,25,student,single,unknown
42550,32,technician,married,tertiary
42551,52,unemployed,divorced,secondary
42552,48,self-employed,married,secondary
42553,59,management,married,tertiary
42554,47,management,married,tertiary
42555,43,services,married,tertiary
42556,49,housemaid,married,secondary
42557,32,management,single,tertiary
42558,33,management,married,tertiary
42559,84,retired,married,secondary
42560,26,blue-collar,single,secondary
42561,33,admin.,single,tertiary
42562,47,technician,married,secondary
42563,70,retired,divorced,primary
42564,38,self-employed,married,secondary
42565,43,management,married,tertiary
42566,39,technician,single,tertiary
42567,27,services,single,secondary
42568,25,technician,married,tertiary
42569,36,services,single,secondary
42570,28,management,single,tertiary
42571,35,technician,single,tertiary
42572,38,admin.,married,secondary
42573,44,management,married,unknown
42574,78,retired,divorced,primary
42575,89,retired,divorced,primary
42576,20,student,single,unknown
42577,32,management,single,tertiary
42578,32,services,married,secondary
42579,23,services,single,secondary
42580,35,unemployed,married,secondary
42581,30,self-employed,single,tertiary
42582,27,admin.,married,secondary
42583,72,retired,married,primary
42584,36,technician,married,tertiary
42585,34,management,single,tertiary
42586,61,management,married,secondary
42587,30,management,single,tertiary
42588,46,management,divorced,tertiary
42589,30,housemaid,single,tertiary
42590,40,admin.,married,secondary
42591,32,technician,married,unknown
42592,38,blue-collar,married,secondary
42593,29,services,single,secondary
42594,51,technician,divorced,tertiary
42595,33,admin.,divorced,secondary
42596,45,unemployed,married,secondary
42597,40,admin.,divorced,secondary
42598,50,entrepreneur,divorced,tertiary
42599,27,management,single,secondary
42600,27,services,single,secondary
42601,70,retired,married,primary
42602,27,management,single,tertiary
42603,25,technician,single,secondary
42604,57,retired,married,secondary
42605,55,admin.,married,secondary
42606,33,management,married,tertiary
42607,29,services,single,secondary
42608,73,retired,married,primary
42609,70,retired,married,primary
42610,50,management,single,tertiary
42611,36,management,married,tertiary
42612,35,technician,single,secondary
42613,67,retired,married,primary
42614,35,management,married,tertiary
42615,65,management,married,tertiary
42616,29,admin.,single,tertiary
42617,65,unknown,married,unknown
42618,67,retired,married,primary
42619,53,admin.,divorced,tertiary
42620,85,retired,married,unknown
42621,34,unemployed,single,secondary
42622,47,services,divorced,tertiary
42623,38,self-employed,divorced,tertiary
42624,66,self-employed,married,tertiary
42625,31,technician,single,secondary
42626,66,retired,single,tertiary
42627,25,technician,single,secondary
42628,28,services,single,secondary
42629,25,blue-collar,single,secondary
42630,47,admin.,single,secondary
42631,30,technician,married,tertiary
42632,28,self-employed,single,tertiary
42633,29,blue-collar,single,secondary
42634,49,management,married,tertiary
42635,21,student,single,secondary
42636,87,retired,married,primary
42637,34,blue-collar,married,primary
42638,22,student,single,secondary
42639,32,management,single,tertiary
42640,28,self-employed,single,tertiary
42641,64,retired,married,tertiary
42642,31,technician,single,secondary
42643,62,retired,married,tertiary
42644,31,unemployed,married,tertiary
42645,60,retired,married,secondary
42646,41,technician,single,unknown
42647,21,student,single,secondary
42648,24,student,single,secondary
42649,40,management,married,tertiary
42650,54,management,divorced,tertiary
42651,80,retired,married,primary
42652,27,technician,single,tertiary
42653,28,unemployed,married,secondary
42654,35,services,single,secondary
42655,29,self-employed,single,tertiary
42656,35,technician,single,tertiary
42657,70,retired,divorced,primary
42658,62,blue-collar,married,secondary
42659,59,technician,married,primary
42660,51,admin.,married,secondary
